OPEN 6.3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tue Jul 13 2021 16:00:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unit=,PSC-2959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCF=,LCF-1309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCFCals=,-1.639999986,-0.300000012,-2937.830078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LightSource=,6400-40 Fluorometer,1,0.159999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/D AvgTime=,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Config=,/User/Configs/UserPrefs/LCF.xml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,sagenorth sage1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obs,HHMMSS,FTime,EBal?,Photo,Cond,Ci,FCnt,DCnt,Fo,Fm,Fo',Fm',Fs,Fv/Fm,Fv'/Fm',PhiPS2,Adark,RedAbs,BlueAbs,%Blue,LeafAbs,PhiCO2,qP,qN,NPQ,ParIn@Fs,PS2/1,ETR,Trmmol,VpdL,CTleaf,Area,BLC_1,StmRat,BLCond,Tair,Tleaf,TBlk,CO2R,CO2S,H2OR,H2OS,RH_R,RH_S,Flow,PARi,PARo,Press,CsMch,HsMch,StableF,BLCslope,BLCoffst,f_parin,f_parout,alphaK,Status,fda,Trans,Tair_K,Twall_K,R(W/m2),Tl-Ta,SVTleaf,h2o_i,h20diff,CTair,SVTair,CndTotal,vp_kPa,VpdA,CndCO2,Ci_Pa,Ci/Ca,RHsfc,C2sfc,AHs/Cs,Fv,PARabs,Fv',qP_Fo,qN_Fo
in,in,in,in,out,out,out,in,in,in,in,in,in,in,out,out,out,in,in,in,in,out,out,out,out,out,in,in,out,out,out,out,in,out,in,out,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out,out
Remark=,"""16:01:02 calculateLA""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:01:29 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:01:34 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:01:39 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:01:56 Launched AutoProg /User/Configs/AutoProgs/A-CiCurve2""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:02:24 Log Option: Logged values are 15 s averages""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:02:24 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:02:25 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:02:25 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:02:25 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:02:25 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:09:56 Fs=146 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:09:56 RF#1 7602 um, Fmax=204 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:09:57 Fm'=204""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:10:05 Dark#1 Fmin=113 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:10:05 Fo'=113""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16:10:05,567.499969,0,2.276200559,0.029100308,253.8648669,1,1,0,0,113.6767578,204.9828796,146.7483215,#DIV/0!,0.445432916,0.284094741,-1,0.87,0.92,9.898330688,0.874949165,0.003742025,0.637794673,1.803208357,-1,1000.773499,0.5,124.3803619,1.039796958,2.685444573,32.67147827,2,4.644859791,1,9.289719582,32.64172363,32.67147827,32.57604599,399.8235168,398.0358276,28.28490448,28.95589256,44.86465454,45.92808914,300.95578,1000.647156,343.7702332,78.53845215,-0.500711024,-0.340350986,0.5,-1.355140209,7.355140209,1,0,0.159999996,111115,1.5047789,0.001039797,305.8214783,305.7917236,160.1035413,0.453583764,4.959595555,63.14862873,34.19273616,32.65660095,4.955441241,0.029009435,2.274150982,2.681290258,0.018139039,19.9381537,0.637794011,43.41686129,397.7050458,0.002484894,0,875.5153937,91.30612183,0.284094741,#DIV/0!
Remark=,"""16:10:08 CO2 Mixer: CO2R -> 100 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:17:39 Fs=141 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:17:39 RF#2 7647 um, Fmax=188 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:17:40 Fm'=188""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:17:48 Dark#2 Fmin=111 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:17:48 Fo'=111""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,16:17:48,1030.999937,0,-0.584354885,0.06606787,109.1799466,2,2,0,0,111.5583496,188.1803436,141.947937,#DIV/0!,0.407173207,0.245681381,-1,0.87,0.92,9.94447422,0.874972237,0.000475807,0.603382974,1.686833341,-1,998.4484863,0.5,107.3154335,2.085938759,2.388258036,31.40329933,2,4.644859791,1,9.289719582,31.73289108,31.40329933,31.67710686,100.0147781,100.264534,27.02061844,28.36972046,45.11553192,47.36703491,300.4607849,998.3848267,237.0157166,78.53108215,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.502303925,0.002085939,304.5532993,304.8828911,159.7415687,0.286029966,4.616162884,58.78134819,30.41162773,31.56809521,4.659586008,0.065601318,2.227904848,2.43168116,0.041042487,8.574019357,1.088918905,46.28795301,100.3494536,-0.00269544,0,873.5590053,76.62199402,0.245681381,#DIV/0!
Remark=,"""16:17:50 CO2 Mixer: CO2R -> 50 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:25:21 Fs=140 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:25:21 RF#3 7681 um, Fmax=182 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:25:22 Fm'=182""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:25:30 Dark#3 Fmin=111 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:25:30 Fo'=111""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16:25:30,1493.999905,0,-2.011601421,0.097451674,81.60037753,3,3,0,0,111.4733887,182.2451935,140.4736328,#DIV/0!,0.388332902,0.22920528,-1,0.87,0.92,9.94447422,0.874972237,-0.001156037,0.590228846,1.634876231,-1,1000.08429,0.5,100.2825805,2.841669363,2.217649996,30.41567612,2,4.644859791,1,9.289719582,30.977108,30.41567612,30.92463684,50.16359711,51.40709686,25.48414421,27.32655525,44.41049957,47.62084579,300.043396,1000.100159,63.06177521,78.51656342,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.50021698,0.002841669,303.5656761,304.127108,160.0160218,0.165410659,4.363237205,55.57091415,28.2443589,30.69639206,4.433868207,0.096439993,2.145587208,2.288280998,0.060365079,6.406981217,1.587336818,47.52690278,51.69942667,-0.018492504,0,875.0598732,70.77180481,0.22920528,#DIV/0!
Remark=,"""16:25:32 CO2 Mixer: CO2R -> 400 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:33:03 Fs=157 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:33:03 RF#4 7773 um, Fmax=243 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:33:04 Fm'=243""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:33:12 Dark#4 Fmin=122 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:33:12 Fo'=122""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,16:33:12,1956.499873,0,7.15101776,0.093695246,257.7102262,4,4,0,0,122.263916,243.8548431,157.3993225,#DIV/0!,0.498620103,0.35453682,-1,0.87,0.92,9.99105072,0.874995525,0.009309705,0.711035952,1.994495605,-1,1000.68042,0.5,155.2146048,2.428204719,1.977476514,29.14658737,2,4.644859791,1,9.289719582,29.62147141,29.14658737,29.52681732,399.9255371,394.5195007,24.86554337,26.44155502,46.88181686,49.8540535,299.9976807,1000.62207,11.29337311,78.60871887,-0.500711024,-0.340350986,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.499988403,0.002428205,302.2965874,302.7714714,160.0995277,0.234119789,4.05601328,51.59749883,25.1559438,29.38402939,4.112015414,0.092759681,2.078536765,2.033478649,0.058058136,20.25827072,0.653225571,49.77278577,393.480301,0.009045588,0,875.5398341,121.5909271,0.35453682,#DIV/0!
Remark=,"""16:33:14 CO2 Mixer: CO2R -> 800 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:40:45 Fs=177 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:40:45 RF#5 7820 um, Fmax=288 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:40:46 Fm'=288""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:40:54 Dark#5 Fmin=130 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:40:54 Fo'=130""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,16:40:54,2419.499841,0,10.31440692,0.070065551,528.7208127,5,5,0,0,130.0219727,288.730957,177.1878357,#DIV/0!,0.549677755,0.386322002,-1,0.87,0.92,10.03806591,0.875019033,0.012949248,0.702815419,2.22063203,-1,998.59198,0.5,168.7815694,1.743982912,1.902340803,27.81256294,2,4.644859791,1,9.289719582,27.89205551,27.81256294,27.81222153,800.0506592,792.2531128,22.39987755,23.53519249,46.72152328,49.09024429,299.993927,998.5498047,1.829197049,78.65795135,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.499969635,0.001743983,300.9625629,301.0420555,159.7679652,0.334510378,3.753570829,47.72017024,24.18497775,27.85230923,3.762289079,0.069541054,1.851230026,1.911059053,0.043509979,41.58809597,0.667363503,47.84022641,790.7542032,0.006240164,0,873.7500845,158.7089844,0.386322002,#DIV/0!
Remark=,"""16:40:56 CO2 Mixer: CO2R -> 1200 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:48:27 Fs=174 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:48:27 RF#6 7856 um, Fmax=286 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:48:28 Fm'=286""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:48:36 Dark#6 Fmin=131 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:48:36 Fo'=131""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,16:48:36,2882.499809,0,8.339272527,0.055668527,911.9300694,6,6,0,0,131.2495117,286.7595215,174.4167938,#DIV/0!,0.54230112,0.391766338,-1,0.87,0.92,10.03806591,0.875019033,0.010666604,0.722414768,2.184842578,-1,1000.638489,0.5,171.5109391,1.336355196,1.834042998,27.20876122,2,4.644859791,1,9.289719582,27.09635925,27.20876122,26.98358345,1200.106934,1193.484375,21.87821007,22.74881554,47.80404282,49.70693207,300.0106812,1000.620422,5.588218689,78.65185547,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500053406,0.001336355,300.3587612,300.2463593,160.099264,0.398743285,3.623279549,46.0673118,23.31849626,27.15256023,3.611355519,0.055336922,1.789236552,1.822118968,0.034615217,71.72499202,0.764090497,47.89021244,1192.272496,0.00334965,0,875.5619143,155.5100098,0.391766338,#DIV/0!
Remark=,"""16:48:38 CO2 Mixer: CO2R -> 1600 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:56:09 Fs=172 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:56:09 RF#7 7875 um, Fmax=283 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:56:10 Fm'=283""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:56:18 Dark#7 Fmin=129 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""16:56:18 Fo'=129""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,16:56:18,3344.999778,0,5.634500661,0.042984058,1331.215739,7,7,0,0,129.244873,283.7809143,172.5798492,#DIV/0!,0.54456108,0.391855334,-1,0.87,0.92,10.03806591,0.875019033,0.007567543,0.719580133,2.195684112,-1,1001.945923,0.5,171.7740477,0.983004507,1.745561465,26.63830948,2,4.644859791,1,9.289719582,26.49836731,26.63830948,26.42039299,1600.339722,1595.538086,21.72688675,22.36752319,49.14745331,50.59749985,300.0195007,1001.926392,12.69188213,78.60805511,-0.500711024,-0.340350986,1,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500097504,0.000983005,299.7883095,299.6483673,160.3082191,0.460680342,3.503828961,44.57340861,22.20588542,26.56833839,3.48941671,0.042786084,1.758267496,1.731149214,0.026759019,104.6442802,0.834336548,48.69351665,1594.719269,0.001720451,0,876.7046623,154.5360413,0.391855334,#DIV/0!
Remark=,"""16:56:20 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:03:51 Fs=175 Msr=3 Mod=0.25 Filter=5 Gain=10""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:03:51 RF#8 7818 um, Fmax=290 Int=9 Mod=20 Filter=50""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:03:52 Fm'=290""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:04:00 Dark#8 Fmin=132 Dur=6 FarRed=8 Pre=1 Post=4 Mod=0.25 Filter=5""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:04:00 Fo'=132""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,17:04:00,3807.999746,0,2.339063475,0.039098624,1824.237999,8,8,0,0,132.2570801,290.0083313,175.8323212,#DIV/0!,0.543954205,0.393699069,-1,0.87,0.92,10.03806591,0.875019033,0.003819679,0.723772453,2.192762241,-1,998.9904175,0.5,172.0731918,0.979463782,1.908052932,27.5235672,2,4.644859791,1,9.289719582,27.25943184,27.5235672,27.17534447,2000.026123,1997.16272,22.04660606,22.68475342,47.67384338,49.05450058,300.0074768,999.0341797,547.0269165,78.58386993,-0.500711024,-0.340350986,0.75,-1.355140209,7.355140209,1,0,0.159999996,111115,1.500037384,0.000979464,300.6735672,300.4094318,159.8454652,0.453412284,3.690708644,46.96521878,24.28046536,27.39149952,3.66228856,0.038934755,1.782655712,1.879632848,0.024348892,143.3556816,0.913414806,46.660301,1996.822803,0.000546575,0,874.1739218,157.7512512,0.393699069,#DIV/0!
Remark=,"""17:04:02 LCF Lamp: ParIn -> 1000 uml, with blue = 10 percent, actinic on""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:04:03 CO2 Mixer: CO2R -> 2000 uml""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:04:03 Coolers: Tleaf -> 23.50 C""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remark=,"""17:04:03 Flow: Fixed -> 300 umol/s""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,